session_id,log_file,turn_number,is_cold_start,client_type,model,provider,input_tokens,output_tokens,latency_ms
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,8,False,extraction,claude-sonnet-4-6,anthropic,3806,1774,17395.08
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,8,False,slot_scoring,claude-haiku-4-5,anthropic,1529,626,4230.91
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,8,False,signal_scoring,claude-haiku-4-5,anthropic,2772,617,5562.69
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,8,False,question_generation,claude-haiku-4-5,anthropic,2055,30,2284.59
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,8,False,question_generation,claude-haiku-4-5,anthropic,637,150,3312.26
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,9,False,extraction,claude-sonnet-4-6,anthropic,3694,1350,15026.05
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,9,False,slot_scoring,claude-haiku-4-5,anthropic,1414,484,3011.23
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,9,False,signal_scoring,claude-haiku-4-5,anthropic,2750,589,7325.43
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,9,False,question_generation,claude-haiku-4-5,anthropic,2033,24,1179.59
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,9,False,question_generation,claude-haiku-4-5,anthropic,631,131,3093.35
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,10,False,extraction,claude-sonnet-4-6,anthropic,3689,1048,11234.06
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,10,False,slot_scoring,claude-haiku-4-5,anthropic,1261,445,3033.5
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,10,False,signal_scoring,claude-haiku-4-5,anthropic,2672,538,6134.97
c157c31b-5270-415a-a7dd-f520c904492b,interview_20260417_134714.log,10,False,question_generation,claude-haiku-4-5,anthropic,626,87,1960.54
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,0,False,question_generation,claude-haiku-4-5,anthropic,338,59,1471.7
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,0,False,question_generation,claude-haiku-4-5,anthropic,656,142,2266.14
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,1,True,extraction,claude-sonnet-4-6,anthropic,3286,1966,18880.21
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,1,True,slot_scoring,claude-haiku-4-5,anthropic,1570,658,3726.07
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,1,True,signal_scoring,claude-haiku-4-5,anthropic,2803,832,7457.68
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,1,True,question_generation,claude-haiku-4-5,anthropic,1713,28,1090.52
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,1,True,question_generation,claude-haiku-4-5,anthropic,625,105,2163.84
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,2,False,extraction,claude-sonnet-4-6,anthropic,3535,1506,19475.77
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,2,False,slot_scoring,claude-haiku-4-5,anthropic,1583,683,4115.38
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,2,False,signal_scoring,claude-haiku-4-5,anthropic,2711,566,5316.39
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,2,False,question_generation,claude-haiku-4-5,anthropic,1763,23,998.7
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,2,False,question_generation,claude-haiku-4-5,anthropic,620,88,1776.39
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,3,False,extraction,claude-sonnet-4-6,anthropic,3893,1293,14597.02
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,3,False,slot_scoring,claude-haiku-4-5,anthropic,1378,495,3248.08
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,3,False,signal_scoring,claude-haiku-4-5,anthropic,2665,464,4635.08
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,3,False,question_generation,claude-haiku-4-5,anthropic,1816,36,1256.5
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,3,False,question_generation,claude-haiku-4-5,anthropic,633,89,2199.62
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,4,False,extraction,claude-sonnet-4-6,anthropic,3862,965,11437.7
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,4,False,slot_scoring,claude-haiku-4-5,anthropic,1211,323,2616.88
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,4,False,signal_scoring,claude-haiku-4-5,anthropic,2597,374,4069.5
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,4,False,question_generation,claude-haiku-4-5,anthropic,1770,18,1720.22
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,4,False,question_generation,claude-haiku-4-5,anthropic,615,83,1912.27
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,5,False,extraction,claude-sonnet-4-6,anthropic,3873,744,9984.4
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,5,False,slot_scoring,claude-haiku-4-5,anthropic,1213,385,2621.85
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,5,False,signal_scoring,claude-haiku-4-5,anthropic,2614,441,4623.32
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,5,False,question_generation,claude-haiku-4-5,anthropic,1787,24,980.46
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,5,False,question_generation,claude-haiku-4-5,anthropic,621,108,2080.9
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,6,False,extraction,claude-sonnet-4-6,anthropic,3777,1521,20104.55
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,6,False,slot_scoring,claude-haiku-4-5,anthropic,1551,662,4666.92
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,6,False,signal_scoring,claude-haiku-4-5,anthropic,2698,648,6206.45
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,6,False,question_generation,claude-haiku-4-5,anthropic,1795,26,1049.59
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,6,False,question_generation,claude-haiku-4-5,anthropic,623,98,2285.84
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,7,False,extraction,claude-sonnet-4-6,anthropic,3842,1232,12218.09
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,7,False,slot_scoring,claude-haiku-4-5,anthropic,1417,517,3432.65
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,7,False,signal_scoring,claude-haiku-4-5,anthropic,2665,517,5919.26
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,7,False,question_generation,claude-haiku-4-5,anthropic,1825,18,720.08
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,7,False,question_generation,claude-haiku-4-5,anthropic,615,97,2034.75
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,8,False,extraction,claude-sonnet-4-6,anthropic,3908,1589,17439.54
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,8,False,slot_scoring,claude-haiku-4-5,anthropic,1682,678,4091.83
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,8,False,signal_scoring,claude-haiku-4-5,anthropic,2718,645,6998.79
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,8,False,question_generation,claude-haiku-4-5,anthropic,1818,23,900.9
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,8,False,question_generation,claude-haiku-4-5,anthropic,620,91,2022.05
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,9,False,extraction,claude-sonnet-4-6,anthropic,3816,1526,15275.94
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,9,False,slot_scoring,claude-haiku-4-5,anthropic,1829,814,5756.91
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,9,False,signal_scoring,claude-haiku-4-5,anthropic,2694,737,6736.23
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,9,False,question_generation,claude-haiku-4-5,anthropic,1742,32,1114.04
d8e82044-f522-45ea-b1c7-0ad3378dbfe4,interview_20260417_135252.log,9,False,question_generation,claude-haiku-4-5,anthropic,629,93,1946.98
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,0,False,question_generation,claude-haiku-4-5,anthropic,358,69,1667.39
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,0,False,question_generation,claude-haiku-4-5,anthropic,650,160,2963.05
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,1,True,extraction,claude-sonnet-4-6,anthropic,3366,2354,22442.29
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,1,True,slot_scoring,claude-haiku-4-5,anthropic,1220,653,4118.07
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,1,True,signal_scoring,claude-haiku-4-5,anthropic,2890,1024,7857.55
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,1,True,question_generation,claude-haiku-4-5,anthropic,1734,25,955.83
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,1,True,question_generation,claude-haiku-4-5,anthropic,606,124,2422.65
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,2,False,extraction,claude-sonnet-4-6,anthropic,3724,1578,16227.11
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,2,False,slot_scoring,claude-haiku-4-5,anthropic,1536,726,4462.41
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,2,False,signal_scoring,claude-haiku-4-5,anthropic,2723,803,6818.14
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,2,False,question_generation,claude-haiku-4-5,anthropic,1824,38,1244.8
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,2,False,question_generation,claude-haiku-4-5,anthropic,619,93,2905.87
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,3,False,extraction,claude-sonnet-4-6,anthropic,3964,1267,13998.11
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,3,False,slot_scoring,claude-haiku-4-5,anthropic,1403,517,3456.46
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,3,False,signal_scoring,claude-haiku-4-5,anthropic,2644,521,5128.91
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,3,False,question_generation,claude-haiku-4-5,anthropic,1898,28,1585.47
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,3,False,question_generation,claude-haiku-4-5,anthropic,728,113,2294.84
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,4,False,extraction,claude-sonnet-4-6,anthropic,3939,1692,17371.86
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,4,False,slot_scoring,claude-haiku-4-5,anthropic,1489,760,4680.85
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,4,False,signal_scoring,claude-haiku-4-5,anthropic,2748,619,5622.55
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,4,False,question_generation,claude-haiku-4-5,anthropic,1838,30,1341.44
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,4,False,question_generation,claude-haiku-4-5,anthropic,611,148,3388.3
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,5,False,extraction,claude-sonnet-4-6,anthropic,4007,1776,18915.98
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,5,False,slot_scoring,claude-haiku-4-5,anthropic,1483,663,4328.05
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,5,False,signal_scoring,claude-haiku-4-5,anthropic,2739,651,6220.3
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,5,False,question_generation,claude-haiku-4-5,anthropic,1856,36,1225.73
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,5,False,question_generation,claude-haiku-4-5,anthropic,617,78,1850.34
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,6,False,extraction,claude-sonnet-4-6,anthropic,3891,1424,18671.94
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,6,False,slot_scoring,claude-haiku-4-5,anthropic,1537,746,4353.92
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,6,False,signal_scoring,claude-haiku-4-5,anthropic,2632,520,4735.7
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,6,False,question_generation,claude-haiku-4-5,anthropic,1850,26,1188.5
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,6,False,question_generation,claude-haiku-4-5,anthropic,607,92,1630.76
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,7,False,extraction,claude-sonnet-4-6,anthropic,3913,1303,17713.49
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,7,False,slot_scoring,claude-haiku-4-5,anthropic,1311,495,3369.48
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,7,False,signal_scoring,claude-haiku-4-5,anthropic,2632,474,5514.97
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,7,False,question_generation,claude-haiku-4-5,anthropic,1822,33,1090.77
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,7,False,question_generation,claude-haiku-4-5,anthropic,614,102,2083.17
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,8,False,extraction,claude-sonnet-4-6,anthropic,3926,1281,17645.33
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,8,False,slot_scoring,claude-haiku-4-5,anthropic,1451,510,4345.28
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,8,False,signal_scoring,claude-haiku-4-5,anthropic,2673,481,4488.57
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,8,False,question_generation,claude-haiku-4-5,anthropic,1785,24,953.88
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,8,False,question_generation,claude-haiku-4-5,anthropic,605,95,2093.13
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,9,False,extraction,claude-sonnet-4-6,anthropic,3933,1648,18570.16
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,9,False,slot_scoring,claude-haiku-4-5,anthropic,1512,746,4653.5
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,9,False,signal_scoring,claude-haiku-4-5,anthropic,2699,633,5838.74
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,9,False,question_generation,claude-haiku-4-5,anthropic,1786,47,3183.71
839a98f0-c6a9-4651-a335-ef62505cf8db,interview_20260417_135739.log,9,False,question_generation,claude-haiku-4-5,anthropic,628,128,2558.11
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,0,False,question_generation,claude-haiku-4-5,anthropic,345,79,1779.87
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,0,False,question_generation,claude-haiku-4-5,anthropic,628,31,1244.47
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,1,True,extraction,claude-sonnet-4-6,anthropic,2817,296,4712.18
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,1,True,slot_scoring,claude-haiku-4-5,anthropic,953,209,1666.63
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,1,True,signal_scoring,claude-haiku-4-5,anthropic,2476,174,1943.33
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,1,True,question_generation,claude-haiku-4-5,anthropic,1669,18,1561.82
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,1,True,question_generation,claude-haiku-4-5,anthropic,686,23,1019.27
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,2,False,extraction,claude-sonnet-4-6,anthropic,2807,501,6534.49
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,2,False,slot_scoring,claude-haiku-4-5,anthropic,1142,228,1922.9
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,2,False,signal_scoring,claude-haiku-4-5,anthropic,2462,195,2832.1
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,2,False,question_generation,claude-haiku-4-5,anthropic,1635,23,1311.59
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,2,False,question_generation,claude-haiku-4-5,anthropic,572,19,4628.92
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,3,False,extraction,claude-sonnet-4-6,anthropic,2970,325,5192.94
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,3,False,slot_scoring,claude-haiku-4-5,anthropic,942,136,1206.01
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,3,False,signal_scoring,claude-haiku-4-5,anthropic,2435,233,2771.55
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,3,False,question_generation,claude-haiku-4-5,anthropic,1641,26,1340.76
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,3,False,question_generation,claude-haiku-4-5,anthropic,575,25,932.15
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,4,False,extraction,claude-sonnet-4-6,anthropic,2845,523,7321.29
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,4,False,slot_scoring,claude-haiku-4-5,anthropic,1113,239,1793.09
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,4,False,signal_scoring,claude-haiku-4-5,anthropic,2469,196,2345.14
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,4,False,question_generation,claude-haiku-4-5,anthropic,1642,21,920.34
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,4,False,question_generation,claude-haiku-4-5,anthropic,570,20,887.24
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,5,False,extraction,claude-sonnet-4-6,anthropic,2886,588,7305.66
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,5,False,slot_scoring,claude-haiku-4-5,anthropic,979,174,4652.96
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,5,False,signal_scoring,claude-haiku-4-5,anthropic,2458,190,2012.46
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,5,False,question_generation,claude-haiku-4-5,anthropic,1636,25,1036.02
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,5,False,question_generation,claude-haiku-4-5,anthropic,693,19,4373.08
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,6,False,extraction,claude-sonnet-4-6,anthropic,2884,251,4972.32
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,6,False,slot_scoring,claude-haiku-4-5,anthropic,945,141,1535.21
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,6,False,signal_scoring,claude-haiku-4-5,anthropic,2449,201,2871.47
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,6,False,question_generation,claude-haiku-4-5,anthropic,1648,22,1074.86
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,6,False,question_generation,claude-haiku-4-5,anthropic,571,19,974.74
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,7,False,extraction,claude-sonnet-4-6,anthropic,2846,249,4742.56
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,7,False,slot_scoring,claude-haiku-4-5,anthropic,944,133,1188.58
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,7,False,signal_scoring,claude-haiku-4-5,anthropic,2446,213,2370.81
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,7,False,question_generation,claude-haiku-4-5,anthropic,1646,18,880.68
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,7,False,question_generation,claude-haiku-4-5,anthropic,567,19,1017.3
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,8,False,extraction,claude-sonnet-4-6,anthropic,2850,337,5815.1
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,8,False,slot_scoring,claude-haiku-4-5,anthropic,945,142,1186.3
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,8,False,signal_scoring,claude-haiku-4-5,anthropic,2445,208,2326.73
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,8,False,question_generation,claude-haiku-4-5,anthropic,1642,16,911.35
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,8,False,question_generation,claude-haiku-4-5,anthropic,565,19,949.42
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,9,False,extraction,claude-sonnet-4-6,anthropic,2910,248,4433.2
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,9,False,slot_scoring,claude-haiku-4-5,anthropic,943,144,1316.65
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,9,False,signal_scoring,claude-haiku-4-5,anthropic,2439,197,2315.87
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,9,False,question_generation,claude-haiku-4-5,anthropic,1631,24,1160.46
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,9,False,question_generation,claude-haiku-4-5,anthropic,573,25,1057.23
1cc35b1c-b55f-41b6-93bc-f66190a7d1b6,interview_20260417_140259.log,10,False,extraction,claude-sonnet-4-6,anthropic,2906,171,3266.65
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,0,False,question_generation,claude-haiku-4-5,anthropic,345,86,1741.42
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,0,False,question_generation,claude-haiku-4-5,anthropic,635,25,1047.89
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,1,True,extraction,claude-sonnet-4-6,anthropic,2812,313,4802.95
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,1,True,slot_scoring,claude-haiku-4-5,anthropic,949,173,1499.06
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,1,True,signal_scoring,claude-haiku-4-5,anthropic,2466,199,2576.76
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,1,True,question_generation,claude-haiku-4-5,anthropic,1675,18,956.76
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,1,True,question_generation,claude-haiku-4-5,anthropic,567,17,1417.08
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,2,False,extraction,claude-sonnet-4-6,anthropic,2766,472,7655.0
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,2,False,slot_scoring,claude-haiku-4-5,anthropic,1171,234,2180.48
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,2,False,signal_scoring,claude-haiku-4-5,anthropic,2450,293,3175.39
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,2,False,question_generation,claude-haiku-4-5,anthropic,1640,16,1009.01
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,2,False,question_generation,claude-haiku-4-5,anthropic,565,17,983.12
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,3,False,extraction,claude-sonnet-4-6,anthropic,3036,311,5258.2
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,3,False,slot_scoring,claude-haiku-4-5,anthropic,939,139,1402.13
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,3,False,signal_scoring,claude-haiku-4-5,anthropic,2433,187,1767.64
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,3,False,question_generation,claude-haiku-4-5,anthropic,1598,16,820.4
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,3,False,question_generation,claude-haiku-4-5,anthropic,565,19,833.59
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,4,False,extraction,claude-sonnet-4-6,anthropic,2866,444,5854.52
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,4,False,slot_scoring,claude-haiku-4-5,anthropic,943,139,1322.8
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,4,False,signal_scoring,claude-haiku-4-5,anthropic,2441,214,2777.43
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,4,False,question_generation,claude-haiku-4-5,anthropic,1618,21,1947.87
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,4,False,question_generation,claude-haiku-4-5,anthropic,570,19,866.96
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,5,False,extraction,claude-sonnet-4-6,anthropic,2833,232,4649.89
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,5,False,slot_scoring,claude-haiku-4-5,anthropic,945,138,1316.26
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,5,False,signal_scoring,claude-haiku-4-5,anthropic,2446,196,2018.12
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,5,False,question_generation,claude-haiku-4-5,anthropic,1629,16,2536.34
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,5,False,question_generation,claude-haiku-4-5,anthropic,565,18,909.45
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,6,False,extraction,claude-sonnet-4-6,anthropic,2838,415,7622.07
ec52af29-a287-46ca-a70b-b4b7699b5f63,interview_20260417_140725.log,6,False,slot_scoring,claude-haiku-4-5,anthropic,1111,233,1617.66
